merek,model,tahun,transmisi,bahan_bakar,kilometer,warna,lokasi,harga
Nissan,Grand Livina,2010,Automatic,Bensin,160801.0,Abu-abu,Surabaya,29100000
Honda,Brio,2012,Automatic,Bensin,187528.0,Merah,Bandung,28100000
Honda,Jazz,2008,MT,Bensin,333512.0,Merah,Jakarta,18700000
Toyota,Calya,2022,Automatic,Bensin,46937.0,Abu-abu,Yogyakarta,114400000
Mitsubishi,Pajero Sport,2008,Automatic,Bensin,277324.0,Merah,Makassar,50400000
Daihatsu,Sigra,2020,Manual,Bensin,95371.0,Silver,Yogyakarta,80800000
Suzuki,XL7,2016,Manual,Bensin,117409.0,Putih,Bandung,78700000
BMW,Seri 5,2009,Matic,Bensin,141005.0,Putih,Surabaya,139200000
Toyota,Yaris,2022,Automatic,Bensin,56512.0,Hitam,Surabaya,211300000
Mercedes-Benz,E-Class,2017,Automatic,Bensin,164270.0,Silver,Bali,362400000
Toyota,Fortuner,2010,Manual,Bensin,299961.0,Silver,Bali,56000000
Mercedes-Benz,GLA,2019,Manual,Bensin,64360.0,Merah,Bandung,382800000
Honda,Mobilio,2011,Automatic,Diesel,241008.0,Silver,Surabaya,31900000
BMW,Seri 3,2016,Automatic,Bensin,161684.0,Putih,Makassar,281300000
Mitsubishi,Pajero Sport,2021,,,,,Bandung,372900000
Toyota,Fortuner,2013,Automatic,Bensin,194289.0,Putih,Yogyakarta,109400000
Toyota,Innova,2011,Automatic,Bensin,250820.0,Hitam,Jakarta,58100000
Suzuki,Ertiga,2018,Automatic,Bensin,119939.0,Silver,Surabaya,92100000
Honda,Jazz,2018,Automatic,Bensin,85173.0,Putih,Bandung,117000000
Toyota,Calya,2022,Automatic,Bensin,39683.0,Hitam,Semarang,134200000
Suzuki,Ertiga,2022,Automatic,Bensin,66914.0,Silver,Surabaya,156100000
Toyota,Avanza,2009,Automatic,Bensin,210543.0,Biru,Jakarta,28800000
Mercedes-Benz,GLA,2016,Automatic,Bensin,84894.0,Putih,Yogyakarta,281100000
Toyota,Rush,2013,Matic,Bensin,146323.0,Hitam,Yogyakarta,53200000
Toyota,Yaris,2008,Manual,Bensin,226076.0,Merah,Makassar,21600000
Toyota,Avanza,2021,Automatic,Diesel,47765.0,Silver,Bandung,160300000
Honda,BR-V,2014,Automatic,Bensin,,,Surabaya,66300000
Toyota,Agya,2018,Manual,Bensin,104520.0,Putih,Makassar,59200000
Toyota,Rush,2013,Manual,Bensin,136667.0,Biru,Yogyakarta,48200000
Honda,HR-V,2012,Manual,Bensin,193047.0,Silver,Bali,57700000
Toyota,Rush,2008,Automatic,Bensin,266318.0,Hitam,Jakarta,25700000
Toyota,Fortuner,2014,Manual,Diesel,117319.0,Abu-abu,Surabaya,133600000
Honda,Jazz,2013,Manual,Diesel,159002.0,Hitam,Yogyakarta,49900000
Daihatsu,Ayla,2013,Manual,Bensin,162450.0,Biru,Medan,28800000
Daihatsu,Sigra,2021,Manual,Bensin,48319.0,Putih,Surabaya,116000000
Toyota,Innova,2021,Automatic,Bensin,55472.0,Putih,Makassar,219500000
Suzuki,Ertiga,2012,Automatic,Bensin,245582.0,Putih,Bali,39800000
Toyota,Fortuner,2022,MT,Diesel,39216.0,Hitam,Medan,402300000
Toyota,Agya,2009,Manual,Bensin,235444.0,Biru,Jakarta,17300000
Toyota,Avanza,2010,Manual,Bensin,144549.0,Merah,Jakarta,28400000
BMW,Seri 3,2019,Automatic,Bensin,124480.0,Silver,Makassar,415200000
Nissan,X-Trail,2020,Automatic,Diesel,63900.0,Putih,Bandung,218900000
Mitsubishi,Xpander,2016,Automatic,Bensin,63963.0,Putih,Yogyakarta,85100000
Suzuki,Carry,2016,Automatic,Bensin,79780.0,Silver,Makassar,52000000
Honda,City,2019,Automatic,Bensin,81185.0,Putih,Makassar,174800000
Suzuki,Carry,2023,Manual,Bensin,29194.0,Silver,Semarang,124700000
Suzuki,Ertiga,2014,Manual,Bensin,137134.0,Putih,Yogyakarta,56900000
Nissan,Livina,2016,Manual,Diesel,103283.0,Merah,Yogyakarta,65000000
BMW,Seri 5,2021,Automatic,Bensin,70623.0,Putih,Semarang,667700000
Suzuki,XL7,2022,,,,,Jakarta,213400000
Honda,CR-V,2022,Manual,Bensin,39554.0,Merah,Semarang,358600000
Toyota,Fortuner,2013,Manual,Bensin,154008.0,Hitam,Makassar,102100000
Honda,Mobilio,2022,Manual,Bensin,21747.0,Biru,Bandung,162200000
Mitsubishi,Triton,2014,Manual,Bensin,115330.0,Hitam,Bali,79400000
Toyota,Yaris,2023,,,,,Surabaya,209900000
Mitsubishi,Triton,2020,Manual,Diesel,60509.0,Abu-abu,Semarang,248500000
Toyota,Fortuner,2009,Automatic,Diesel,224284.0,Putih,Makassar,54500000
Mitsubishi,Xpander,2011,Manual,Bensin,284968.0,Silver,Bali,33600000
Mitsubishi,Triton,2016,Manual,Bensin,156194.0,Merah,Bandung,117100000
Toyota,Agya,2008,Matic,Bensin,288690.0,Hitam,Bandung,13600000
Daihatsu,Sigra,2012,Automatic,Bensin,225084.0,Biru,Bali,24400000
Suzuki,Ertiga,2017,Automatic,Bensin,149678.0,Silver,Yogyakarta,74000000
Honda,Brio,2018,Automatic,Bensin,84352.0,Abu-abu,Bandung,67700000
Honda,Jazz,2008,Automatic,Bensin,,,Medan,23000000
Toyota,Calya,2008,MT,,,,Bali,16200000
Suzuki,Ignis,2016,MT,Bensin,115823.0,Biru,Yogyakarta,47100000
Daihatsu,Sigra,2014,Automatic,Bensin,162860.0,Hitam,Bandung,38100000
Honda,City,2008,Manual,Diesel,285076.0,Hitam,Surabaya,31600000
Toyota,Calya,2015,Manual,Bensin,112114.0,Biru,Medan,40300000
Toyota,Calya,2014,Manual,Bensin,159555.0,Biru,Jakarta,40100000
Suzuki,Ignis,2010,Manual,Bensin,252466.0,Biru,Medan,22700000
Honda,BR-V,2009,Automatic,Bensin,82910.0,Hitam,Jakarta,38000000
Suzuki,Ignis,2017,Manual,Bensin,99144.0,Biru,Bandung,58200000
Toyota,Yaris,2019,Manual,Bensin,87484.0,Hitam,Semarang,119000000
Honda,City,2011,Manual,Bensin,129556.0,Putih,Jakarta,55500000
Toyota,Fortuner,2011,Automatic,Bensin,191441.0,Merah,Jakarta,81500000
Mitsubishi,Xpander,2021,Manual,Bensin,46623.0,Hitam,Bandung,166200000
Honda,HR-V,2019,MT,Bensin,135408.0,Silver,Bali,149400000
Daihatsu,Terios,2019,Manual,Bensin,116507.0,Silver,Makassar,117400000
BMW,X5,2008,Automatic,Bensin,169655.0,Abu-abu,Jakarta,157600000
Mercedes-Benz,C-Class,2009,Automatic,Bensin,184759.0,Silver,Medan,106100000
Honda,City,2014,Automatic,Bensin,189961.0,Biru,Jakarta,80700000
Daihatsu,Sigra,2023,Manual,Bensin,15669.0,Abu-abu,Surabaya,142100000
Daihatsu,Ayla,2010,Manual,Bensin,118935.0,Hitam,Semarang,17500000
Mitsubishi,Xpander,2014,Automatic,Bensin,74349.0,Putih,Makassar,67200000
Mitsubishi,Xpander,2009,Manual,Bensin,225117.0,Abu-abu,Bali,26500000
Daihatsu,Xenia,2008,Automatic,Bensin,196292.0,Silver,Makassar,22600000
Toyota,Innova,2014,Automatic,Bensin,123670.0,Hitam,Surabaya,85600000
Toyota,Calya,2023,Manual,Bensin,28908.0,Biru,Semarang,140900000
Toyota,Yaris,2011,Automatic,Bensin,277382.0,Merah,Bali,37400000
Mercedes-Benz,GLA,2008,Manual,Bensin,180021.0,Putih,Surabaya,94400000
Suzuki,Carry,2020,Automatic,Bensin,111542.0,Hitam,Jakarta,78900000
Honda,CR-V,2020,Automatic,Bensin,37815.0,Biru,Semarang,300700000
Toyota,Agya,2021,Manual,Diesel,64083.0,Putih,Medan,105100000
Mitsubishi,Xpander,2012,Manual,Bensin,227759.0,Merah,Makassar,46800000
Suzuki,Carry,2013,Manual,Bensin,,,Surabaya,28000000
Toyota,Agya,2013,Manual,Bensin,292486.0,,Bali,23800000
Toyota,Avanza,2014,Manual,Bensin,164710.0,Putih,Bali,41000000
Toyota,Fortuner,2013,Automatic,Bensin,153365.0,Hitam,Makassar,96200000
Daihatsu,Terios,2018,Automatic,Bensin,65170.0,Biru,Bali,97200000
Suzuki,Ignis,2012,Automatic,Bensin,143502.0,Abu-abu,Semarang,29200000
Daihatsu,Ayla,2012,Manual,Bensin,204762.0,Biru,Makassar,21000000
Honda,BR-V,2012,,,,,Bali,44500000
Mercedes-Benz,C-Class,2023,Automatic,Bensin,47590.0,Abu-abu,Bandung,832200000
Honda,BR-V,2011,Manual,Diesel,241147.0,Merah,Makassar,41000000
Toyota,Agya,2017,Manual,Bensin,80261.0,,Medan,54400000
Honda,City,2018,Manual,Bensin,64992.0,Silver,Bali,129300000
Daihatsu,Ayla,2022,Automatic,Bensin,67467.0,Biru,Semarang,90200000
Honda,CR-V,2023,Automatic,Bensin,31309.0,Abu-abu,Bandung,386200000
Suzuki,Carry,2022,Manual,Bensin,51111.0,Putih,Surabaya,101400000
Daihatsu,Terios,2019,Manual,Bensin,50913.0,Hitam,Surabaya,126100000
BMW,Seri 3,2015,Automatic,Bensin,114136.0,Hitam,Makassar,238800000
Daihatsu,Ayla,2014,Manual,Bensin,229200.0,Merah,Yogyakarta,25900000
BMW,X5,2022,Automatic,Bensin,28143.0,Biru,Jakarta,1217900000
Nissan,X-Trail,2020,Automatic,Bensin,90071.0,Merah,Bandung,212700000
Suzuki,Carry,2009,Manual,Bensin,209751.0,Biru,Makassar,15100000
BMW,Seri 3,2012,Automatic,Bensin,223493.0,Merah,Bali,133800000
Toyota,Rush,2021,Automatic,Bensin,49247.0,Merah,Makassar,157300000
Honda,City,2008,Manual,Bensin,234693.0,Merah,Bandung,31600000
Daihatsu,Gran Max,2017,Automatic,Bensin,160103.0,Hitam,Jakarta,49900000
Honda,HR-V,2020,Automatic,Bensin,87915.0,Merah,Makassar,193700000
Nissan,Grand Livina,2022,Manual,Bensin,37358.0,Putih,Yogyakarta,143200000
Toyota,Calya,2019,Automatic,Bensin,72158.0,Putih,Semarang,74900000
Toyota,Innova,2017,Automatic,Diesel,141612.0,Merah,Makassar,143900000
Daihatsu,Gran Max,2016,Manual,Bensin,104073.0,Biru,Bandung,51200000
Suzuki,XL7,2008,Automatic,Bensin,252448.0,Silver,Jakarta,25100000
Nissan,Livina,2019,Automatic,Bensin,90853.0,Hitam,Yogyakarta,106000000
Toyota,Yaris,2020,Automatic,Bensin,75344.0,Biru,Semarang,134200000
Toyota,Fortuner,2010,Automatic,Diesel,280663.0,Hitam,Surabaya,67900000
Toyota,Agya,2019,Automatic,Bensin,86760.0,Merah,Medan,61900000
Toyota,Innova,2017,Automatic,Bensin,105694.0,Biru,Bandung,129900000
Nissan,X-Trail,2021,Automatic,Diesel,39744.0,Hitam,Semarang,291900000
Mitsubishi,Xpander,2018,Matic,Bensin,126919.0,Putih,Medan,112900000
Toyota,Rush,2011,Automatic,Bensin,209633.0,Hitam,Bali,40500000
Nissan,X-Trail,2020,Manual,Bensin,76058.0,Biru,Yogyakarta,232600000
Honda,BR-V,2012,Automatic,Bensin,211877.0,Putih,Makassar,45100000
Toyota,Calya,2009,Manual,Bensin,188333.0,Silver,Bali,18900000
Honda,CR-V,2018,Manual,Bensin,124086.0,Abu-abu,Bandung,177100000
Toyota,Avanza,2018,Automatic,Bensin,52253.0,Hitam,Bali,92600000
Daihatsu,Ayla,2013,Automatic,Bensin,117641.0,Hitam,Yogyakarta,29800000
Mercedes-Benz,E-Class,2014,Manual,Bensin,,,Bandung,327100000
Mitsubishi,Xpander,2009,Matic,Bensin,263667.0,Silver,Yogyakarta,27700000
Daihatsu,Terios,2011,Manual,Bensin,,,Bali,36600000
Suzuki,Ertiga,2011,Manual,Bensin,254806.0,Abu-abu,Surabaya,30700000
Honda,Mobilio,2012,Automatic,Bensin,193614.0,Biru,Bandung,39400000
Suzuki,Baleno,2018,Manual,Bensin,149069.0,Abu-abu,Yogyakarta,91900000
Mercedes-Benz,C-Class,2022,Automatic,Bensin,28927.0,Silver,Bali,611600000
Toyota,Fortuner,2014,Automatic,Bensin,155925.0,Hitam,Semarang,139500000
Toyota,Rush,2010,Automatic,Bensin,207486.0,Hitam,Medan,30700000
Toyota,Innova,2023,Automatic,Bensin,45452.0,Silver,Semarang,271200000
Toyota,Agya,2010,Manual,Bensin,170412.0,Biru,Bandung,18200000
Nissan,X-Trail,2008,Manual,Diesel,197431.0,Putih,Yogyakarta,43300000
Toyota,Innova,2021,Automatic,Bensin,71915.0,,Bandung,233800000
Suzuki,Carry,2021,Manual,Bensin,54776.0,Merah,Jakarta,94900000
Toyota,Agya,2021,Automatic,Bensin,63651.0,Merah,Medan,93200000
Toyota,Agya,2019,Manual,Bensin,64371.0,Merah,Jakarta,71400000
Suzuki,Ertiga,2012,Manual,Bensin,99730.0,,Semarang,37800000
Honda,Brio,2022,Manual,Bensin,18105.0,Abu-abu,Makassar,120600000
Toyota,Avanza,2012,Manual,,,,Bandung,30900000
Suzuki,Ignis,2019,Manual,Bensin,108133.0,Abu-abu,Makassar,84100000
BMW,Seri 5,2011,Manual,Bensin,185767.0,,Yogyakarta,175200000
Suzuki,Carry,2019,,,,,Bandung,67100000
Toyota,Rush,2013,Manual,Bensin,103845.0,Putih,Medan,52900000
Honda,City,2023,Automatic,Bensin,13508.0,Merah,Bali,293500000
Honda,Brio,2010,Manual,Bensin,283357.0,Hitam,Yogyakarta,16900000
Honda,Mobilio,2008,Automatic,Bensin,122921.0,Silver,Makassar,21300000
Toyota,Avanza,2018,Manual,Bensin,158205.0,Hitam,Bandung,83700000
Honda,City,2009,Manual,Bensin,252911.0,Putih,Bandung,35500000
Honda,CR-V,2023,Automatic,Bensin,12064.0,Putih,Bali,389100000
Mitsubishi,Xpander,2017,Automatic,Bensin,134962.0,Silver,Bandung,98500000
Suzuki,Ignis,2010,Manual,Bensin,195197.0,Silver,Makassar,21600000
Honda,BR-V,2019,Manual,Bensin,112577.0,Hitam,Jakarta,127900000
Daihatsu,Xenia,2014,Manual,Bensin,125018.0,Biru,Bali,41600000
Toyota,Yaris,2012,Automatic,Bensin,254661.0,Abu-abu,Semarang,36500000
Nissan,X-Trail,2021,Manual,Bensin,65526.0,Silver,Makassar,261400000
Toyota,Yaris,2012,Manual,Bensin,230250.0,Biru,Makassar,38800000
Toyota,Calya,2022,Manual,Bensin,31486.0,Hitam,Yogyakarta,112300000
Toyota,Rush,2015,Matic,Bensin,84574.0,Merah,Makassar,73000000
Daihatsu,Xenia,2012,Automatic,Bensin,185989.0,Abu-abu,Semarang,34400000
Nissan,X-Trail,2010,Automatic,Diesel,248862.0,Hitam,Bandung,54500000
Toyota,Yaris,2019,Manual,Bensin,111356.0,Merah,Medan,105200000
Toyota,Calya,2019,Manual,Bensin,48171.0,Hitam,Yogyakarta,77800000
Daihatsu,Xenia,2023,Manual,Bensin,14677.0,Merah,Surabaya,166800000
Honda,Jazz,2014,Automatic,Bensin,81889.0,Silver,Makassar,58800000
BMW,Seri 5,2009,Automatic,Bensin,164576.0,Hitam,Bali,133000000
Daihatsu,Terios,2020,Manual,Bensin,48268.0,Silver,Surabaya,126200000
Honda,BR-V,2015,Automatic,Bensin,115166.0,Abu-abu,Makassar,67700000
Nissan,Livina,2019,Manual,Bensin,68504.0,Biru,Semarang,100500000
Toyota,Rush,2010,Automatic,Bensin,190754.0,Biru,Semarang,31600000
Mitsubishi,Triton,2013,Automatic,Diesel,98712.0,Putih,Surabaya,97300000
Toyota,Yaris,2010,Automatic,Bensin,202283.0,Hitam,Medan,36200000
Mercedes-Benz,C-Class,2008,Automatic,Bensin,224767.0,,Surabaya,86300000
Honda,City,2017,Automatic,Bensin,143774.0,Merah,Medan,109400000
Suzuki,Carry,2009,Manual,Bensin,201461.0,Hitam,Makassar,17300000
Nissan,Grand Livina,2012,Automatic,Bensin,232050.0,Hitam,Yogyakarta,33300000
Toyota,Yaris,2023,Automatic,Bensin,36858.0,Biru,Makassar,193000000
BMW,Seri 5,2014,Automatic,Bensin,223477.0,Biru,Semarang,242700000
Daihatsu,Xenia,2016,Manual,Bensin,67612.0,Abu-abu,Makassar,61700000
Toyota,Yaris,2019,Manual,Bensin,90298.0,Putih,Yogyakarta,106900000
Honda,Mobilio,2009,Manual,Diesel,262785.0,Merah,Semarang,23100000
Toyota,Calya,2021,Automatic,Bensin,51995.0,Biru,Medan,100800000
Honda,Brio,2008,Manual,Bensin,291601.0,Hitam,Medan,15200000
Daihatsu,Sigra,2015,Manual,Bensin,172706.0,Putih,Medan,35700000
Toyota,Fortuner,2020,Automatic,Bensin,75156.0,Biru,Yogyakarta,266300000
Daihatsu,Xenia,2016,Manual,Bensin,194574.0,Biru,Jakarta,54300000
Mitsubishi,Xpander,2023,Manual,Bensin,26633.0,Putih,Medan,228400000
Honda,Mobilio,2023,,,,,Medan,176700000
Toyota,Calya,2015,Automatic,Bensin,189739.0,Biru,Makassar,45600000
BMW,Seri 5,2010,Automatic,Bensin,137696.0,Putih,Semarang,152500000
Honda,City,2014,Manual,Bensin,101598.0,Hitam,Semarang,72200000
Suzuki,Baleno,2017,Manual,Bensin,121470.0,Biru,Bali,73800000
Daihatsu,Terios,2008,Manual,Bensin,166651.0,Hitam,Jakarta,26700000
Nissan,X-Trail,2010,Automatic,Diesel,169180.0,Abu-abu,Bali,62600000
Suzuki,Ertiga,2017,MT,Bensin,74476.0,Putih,Semarang,77400000
Toyota,Fortuner,2012,Automatic,Diesel,214191.0,Biru,Surabaya,105100000
Toyota,Agya,2009,Manual,Bensin,281125.0,,Medan,15500000
Honda,Brio,2009,Manual,Bensin,222424.0,Hitam,Jakarta,19400000
Toyota,Rush,2012,MT,Bensin,178198.0,Silver,Bandung,47200000
Toyota,Agya,2021,Manual,Bensin,55207.0,Biru,Makassar,84600000
Suzuki,XL7,2022,Automatic,Bensin,45219.0,Putih,Surabaya,223100000
Nissan,X-Trail,2017,Automatic,Diesel,86717.0,Hitam,Yogyakarta,175500000
Nissan,Grand Livina,2017,Manual,Bensin,141199.0,Abu-abu,Bali,63200000
Nissan,Grand Livina,2012,Manual,Bensin,198906.0,Abu-abu,Surabaya,36400000
Honda,City,2014,Automatic,Bensin,133388.0,Putih,Makassar,82300000
Toyota,Agya,2013,Manual,Bensin,111789.0,Hitam,Jakarta,30000000
Toyota,Agya,2021,Automatic,Bensin,63772.0,Biru,Semarang,89700000
Toyota,Innova,2019,Manual,Bensin,113075.0,Silver,Surabaya,151800000
BMW,X5,2023,Manual,Bensin,24837.0,Hitam,Yogyakarta,1273800000
Toyota,Fortuner,2017,Automatic,Diesel,114921.0,Putih,Medan,207100000
Nissan,Livina,2011,Manual,Bensin,53280.0,Abu-abu,Medan,37400000
Mitsubishi,Triton,2009,Manual,Diesel,244150.0,Abu-abu,Bali,43500000
Toyota,Avanza,2016,Manual,Bensin,138471.0,Merah,Bandung,64800000
Mercedes-Benz,C-Class,2015,Manual,Bensin,131057.0,Abu-abu,Makassar,223500000
BMW,Seri 3,2014,Manual,Bensin,149532.0,Merah,Semarang,220000000
Honda,Jazz,2020,Manual,Bensin,57918.0,Putih,Semarang,124100000
Toyota,Yaris,2023,Automatic,Bensin,16237.0,Abu-abu,Semarang,195800000
Mitsubishi,Xpander,2021,Manual,Bensin,90848.0,Hitam,Makassar,145300000
Toyota,Yaris,2021,Manual,Bensin,52178.0,Putih,Surabaya,142500000
Honda,BR-V,2014,Manual,Bensin,26905.0,Abu-abu,Surabaya,66000000
Honda,City,2022,Automatic,Bensin,40675.0,Silver,Surabaya,245500000
Toyota,Calya,2018,Automatic,Bensin,114224.0,Biru,Makassar,66200000
Suzuki,XL7,2008,Manual,Bensin,208833.0,Putih,Bandung,24800000
Nissan,Livina,2022,Manual,Bensin,62343.0,Putih,Makassar,158200000
Mitsubishi,Xpander,2020,Manual,Bensin,67763.0,Abu-abu,Semarang,148400000
Daihatsu,Ayla,2019,Automatic,Bensin,71916.0,Biru,Semarang,63500000
Toyota,Avanza,2009,Manual,Bensin,384272.0,Silver,Surabaya,22800000
Toyota,Calya,2016,Manual,Bensin,107305.0,Hitam,Yogyakarta,49300000
Honda,CR-V,2018,Manual,Bensin,70377.0,Putih,Yogyakarta,158500000
Toyota,Rush,2016,Manual,Bensin,118480.0,Abu-abu,Makassar,68000000
BMW,Seri 5,2015,Automatic,Bensin,190948.0,Biru,Medan,292500000
Mitsubishi,Pajero Sport,2020,Automatic,Bensin,65620.0,Merah,Surabaya,316500000
Nissan,Grand Livina,2020,Manual,Bensin,88355.0,Silver,Bandung,98000000
Toyota,Avanza,2010,Automatic,Bensin,219481.0,,Makassar,27700000
Toyota,Yaris,2008,Manual,Bensin,264086.0,Abu-abu,Makassar,23400000
Honda,City,2011,Automatic,Bensin,111643.0,Putih,Bandung,56900000
Honda,Brio,2009,Automatic,Bensin,170990.0,Biru,Bandung,19200000
Honda,City,2019,Automatic,Bensin,55651.0,Putih,Bali,150900000
Honda,City,2013,Automatic,Bensin,190008.0,Biru,Makassar,66800000
Suzuki,Ignis,2012,Automatic,Bensin,172411.0,Merah,Yogyakarta,32800000
Daihatsu,Terios,2021,Manual,Bensin,44042.0,Biru,Jakarta,151000000
Suzuki,Baleno,2019,Automatic,Bensin,87854.0,Putih,Bali,108800000
BMW,X5,2013,Automatic,Bensin,223418.0,Abu-abu,Bandung,279900000
BMW,Seri 5,2013,Matic,Bensin,246489.0,Merah,Makassar,207500000
Nissan,Grand Livina,2010,Manual,Bensin,140849.0,Hitam,Bandung,29500000
Daihatsu,Terios,2008,Manual,Bensin,308834.0,Biru,Makassar,19100000
Mitsubishi,Pajero Sport,2017,Manual,Diesel,93493.0,Merah,Bali,197500000
Suzuki,Carry,2009,Manual,Bensin,273056.0,Silver,Makassar,15200000
Daihatsu,Sigra,2009,MT,Bensin,169058.0,,Surabaya,19300000
Mercedes-Benz,C-Class,2008,Manual,Bensin,277837.0,Silver,Semarang,73300000
Nissan,X-Trail,2012,Automatic,Diesel,140477.0,Abu-abu,Bandung,67800000
Toyota,Yaris,2018,Matic,Bensin,69054.0,Putih,Makassar,105600000
Honda,BR-V,2009,Manual,Bensin,274128.0,Abu-abu,Yogyakarta,28700000
Mercedes-Benz,GLA,2008,Automatic,Bensin,243887.0,Biru,Jakarta,80100000
Toyota,Innova,2012,Manual,Bensin,214104.0,Putih,Bali,59700000
Nissan,Grand Livina,2012,Manual,Bensin,198642.0,Hitam,Medan,30100000
Suzuki,Ignis,2013,Automatic,Bensin,112987.0,Merah,Bandung,38400000
Honda,Mobilio,2010,Manual,Bensin,197704.0,Hitam,Makassar,30100000
Honda,Brio,2010,Manual,Bensin,152769.0,Hitam,Makassar,21000000
Suzuki,Ertiga,2013,Automatic,Diesel,249922.0,Silver,Bali,42400000
Nissan,Livina,2020,Manual,Bensin,88453.0,Putih,Yogyakarta,106300000
Mitsubishi,Xpander,2017,Automatic,Bensin,133472.0,Hitam,Bali,91800000
Suzuki,Baleno,2015,Manual,Bensin,142232.0,,Yogyakarta,52100000
Mercedes-Benz,C-Class,2023,Automatic,Bensin,24703.0,Abu-abu,Bandung,773700000
Daihatsu,Xenia,2013,Automatic,Bensin,156248.0,Biru,Semarang,37900000
Honda,CR-V,2016,Automatic,Bensin,161176.0,Biru,Jakarta,157800000
Toyota,Agya,2008,,,,,Surabaya,15400000
Honda,Mobilio,2011,Automatic,Diesel,68329.0,Hitam,Yogyakarta,38400000
Honda,Brio,2012,Automatic,Bensin,225590.0,Merah,Bandung,29400000
Honda,Mobilio,2012,Manual,Bensin,199013.0,Merah,Jakarta,35000000
Toyota,Fortuner,2023,Manual,Diesel,26025.0,Silver,Bali,477600000
Mercedes-Benz,GLA,2019,Automatic,Bensin,,,Makassar,361900000
Toyota,Calya,2010,Manual,Bensin,195216.0,Hitam,Bali,20300000
Toyota,Agya,2014,Automatic,Bensin,121206.0,Merah,Bandung,34700000
Toyota,Agya,2012,Manual,,,,Makassar,23400000
Suzuki,XL7,2022,Automatic,Bensin,63328.0,Abu-abu,Surabaya,244700000
Mercedes-Benz,E-Class,2011,Automatic,Bensin,185917.0,Abu-abu,Makassar,191300000
Toyota,Agya,2023,MT,Bensin,23278.0,Silver,Bali,125700000
Honda,Jazz,2015,Manual,Bensin,201444.0,Hitam,Medan,49200000
Toyota,Agya,2014,Manual,Bensin,225306.0,Abu-abu,Medan,30700000
Mercedes-Benz,GLA,2014,Manual,Bensin,20330.0,Merah,Surabaya,207400000
BMW,X5,2021,Automatic,Bensin,70783.0,Biru,Bandung,999400000
Mitsubishi,Xpander,2014,Manual,Bensin,93650.0,Putih,Yogyakarta,66100000
Daihatsu,Ayla,2016,Manual,Bensin,124037.0,Merah,Medan,34200000
Toyota,Innova,2009,Manual,Bensin,237830.0,Abu-abu,Semarang,38700000
Mercedes-Benz,E-Class,2018,Automatic,Bensin,101631.0,Abu-abu,Makassar,511100000
Nissan,Livina,2017,Automatic,Bensin,74239.0,Putih,Medan,81300000
Suzuki,Carry,2009,Manual,Bensin,186408.0,Merah,Jakarta,16400000
Mercedes-Benz,E-Class,2008,Manual,Diesel,196605.0,Biru,Bandung,139800000
Suzuki,Ignis,2011,Manual,Bensin,111491.0,Abu-abu,Bandung,27000000
Nissan,Livina,2008,Automatic,Bensin,313411.0,Hitam,Surabaya,20200000
Mercedes-Benz,GLA,2011,Automatic,Bensin,214660.0,Merah,Bandung,132200000
Suzuki,Ignis,2014,Manual,Bensin,234325.0,Silver,Surabaya,32700000
Honda,Brio,2020,Automatic,Bensin,79287.0,Merah,Bali,96400000
Honda,BR-V,2010,Manual,Bensin,201983.0,Hitam,Jakarta,35400000
Toyota,Agya,2013,MT,Bensin,260185.0,Putih,Bandung,24500000
Suzuki,XL7,2018,Manual,Bensin,102002.0,Merah,Medan,106400000
BMW,Seri 5,2010,Automatic,Bensin,188971.0,Biru,Bandung,163000000
Suzuki,Baleno,2008,Manual,Bensin,270167.0,Silver,Jakarta,19300000
Mercedes-Benz,E-Class,2013,Manual,Bensin,222205.0,Merah,Yogyakarta,225900000
Nissan,X-Trail,2010,Automatic,Diesel,216869.0,Abu-abu,Yogyakarta,55000000
Suzuki,XL7,2008,Automatic,Bensin,322435.0,Putih,Bali,23500000
Toyota,Agya,2021,Manual,Bensin,38180.0,Biru,Jakarta,95700000
Honda,Jazz,2020,Automatic,Bensin,71482.0,Hitam,Bali,120900000
Honda,City,2015,Manual,Bensin,151962.0,Putih,Yogyakarta,81900000
Honda,BR-V,2013,Automatic,Bensin,155672.0,Putih,Yogyakarta,52000000
Toyota,Calya,2012,Automatic,Bensin,189619.0,Merah,Yogyakarta,28100000
Toyota,Yaris,2016,Manual,Bensin,108624.0,Abu-abu,Yogyakarta,76400000
Toyota,Avanza,2015,Manual,Bensin,143995.0,Hitam,Semarang,57300000
Toyota,Avanza,2010,Automatic,Bensin,261917.0,Putih,Surabaya,28100000
Toyota,Calya,2014,Automatic,Bensin,223220.0,Silver,Bandung,37000000
Honda,Mobilio,2014,Automatic,Bensin,110774.0,Silver,Semarang,52300000
Toyota,Agya,2022,Automatic,Bensin,27323.0,Abu-abu,Surabaya,113100000
Honda,City,2012,Manual,Bensin,247037.0,Hitam,Jakarta,59300000
BMW,Seri 5,2021,Automatic,Bensin,35631.0,Silver,Makassar,682700000
Suzuki,XL7,2018,Automatic,Bensin,108385.0,Silver,Medan,129400000
Toyota,Rush,2011,Manual,Bensin,194274.0,,Yogyakarta,32900000
Daihatsu,Ayla,2011,MT,Bensin,167523.0,Hitam,Semarang,21200000
Daihatsu,Ayla,2009,Manual,Bensin,205181.0,Hitam,Makassar,13800000
Toyota,Avanza,2015,Manual,Bensin,108586.0,Silver,Bandung,60200000
